titulo,href,valoracion,duracion,dificultad,categorias,ingredientes,categoria_principal
"Receta de  Bombones de queso, confitura de pimientos y anchoas",/receta-1611/bombones-de-queso-confitura-de-pimientos-y-anchoas,5,Entre 15 y 30 min.,Sencilla,"['para navidad', 'mediterráneas']","['Queso para untar', 'Pimiento', 'Azúcar blanco', 'Anchoa en aceite']",veraniegas
Receta de Plátano macho frito,/receta-1590/platano-macho-frito,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'invernales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Plátano', 'Aceite de oliva', 'Sal']",invernales
Receta de Caesarea con huevas,/receta-1157/caesarea-con-huevas,5,Entre 15 y 30 min.,Sencilla,"['invernales', 'para navidad', 'para fiestas']","['Huevas de pez', 'Rúcula', 'Aceite de oliva', 'Sal', 'Amanita caesarea']",light
Receta de Saquitos de queso de cabra con cebolla caramelizada,/receta-1518/saquitos-de-queso-de-cabra-con-cebolla-caramelizada,5,Entre 30 y 60 min.,Sencilla,"['minimalistas', 'para navidad', 'para fiestas', 'mediterráneas']","['Queso de Cabra', 'Oblea', 'Crema de queso', 'Cebolla', 'Azúcar moreno', 'Aceite de oliva', 'Vinagre balsámico', 'Vinagre', 'Huevo']",tradicionales
Receta de Cobertura de nubes para tarta,/receta-1006/cobertura-de-nubes-para-tarta,5,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Golosina', 'Azúcar glass', 'Harina fina de maíz', 'Colorante alimenticio']",
Receta de Especial Navidad: Tomates Cherrys rellenos con cóctel de gambas,/receta-1158/especial-navidad-tomates-cherrys-rellenos-con-coctel-de-gambas,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'minimalistas', 'para navidad', 'para fiestas', 'mediterráneas']","['Gamba', 'Limón', 'Nata para montar', 'Salsa de tomate frito', 'Coñac', 'Tomate cherry', 'Sal']",vegetarianas
Receta de Caesarea salteada con puerros,/receta-1159/caesarea-salteada-con-puerros,5,Entre 15 y 30 min.,Sencilla,"['invernales', 'para navidad']","['Champiñón', 'Queso de Cabra', 'Puerro', 'Aceite de oliva', 'Sal', 'Amanita caesarea']",tradicionales
Receta de Pavo Madrás ,/receta-640/pavo-madras,5,Entre 15 y 30 min.,Sencilla,"['exóticas', 'veraniegas', 'para navidad', 'para fiestas', 'asiáticas']","['Pechuga de pavo', 'Cebolla', 'Manzana', 'Curry', 'Aceite de oliva', 'Caldo de ave', 'Nata para montar', 'Mantequilla', 'Pimienta']",tradicionales
Receta de Especial Navidad:Albóndigas rellenas de ciruela,/receta-1155/especial-navidadalbondigas-rellenas-de-ciruela,5,Entre 15 y 30 min.,Sencilla,"['para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['_descripcion', 'Ciruela', 'Carne picada', 'Huevo', 'Estragón', 'Eneldo', 'Orégano', 'Perejil', 'Tomillo', 'Romero', 'Curry', 'Pimentón dulce', 'Pan rallado', 'Bacón']",exóticas
Receta de Cobertura de nubes para tarta,/receta-1006/cobertura-de-nubes-para-tarta,5,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Golosina', 'Azúcar glass', 'Harina fina de maíz', 'Colorante alimenticio']",veraniegas
Receta de Caesarea con huevas,/receta-1157/caesarea-con-huevas,5,Entre 15 y 30 min.,Sencilla,"['invernales', 'para navidad', 'para fiestas']","['Huevas de pez', 'Rúcula', 'Aceite de oliva', 'Sal', 'Amanita caesarea']",veraniegas
Receta de Coctel de gambas,/receta-1604/coctel-de-gambas,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'exóticas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para navidad', 'para fiestas', 'mediterráneas']","['Piña', 'Salsa rosa', 'Sal', 'Caviar', 'Lechuga', 'Gamba', 'Cangrejo']",veraniegas
Receta de Especial Navidad: Tomates Cherrys rellenos con cóctel de gambas,/receta-1158/especial-navidad-tomates-cherrys-rellenos-con-coctel-de-gambas,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'minimalistas', 'para navidad', 'para fiestas', 'mediterráneas']","['Gamba', 'Limón', 'Nata para montar', 'Salsa de tomate frito', 'Coñac', 'Tomate cherry', 'Sal']",tradicionales
Receta de Pavo Madrás ,/receta-640/pavo-madras,5,Entre 15 y 30 min.,Sencilla,"['exóticas', 'veraniegas', 'para navidad', 'para fiestas', 'asiáticas']","['Pechuga de pavo', 'Cebolla', 'Manzana', 'Curry', 'Aceite de oliva', 'Caldo de ave', 'Nata para montar', 'Mantequilla', 'Pimienta']",exóticas
Receta de Tartaletas y hojaldritos de atún Serrats,/receta-1312/tartaletas-y-hojaldritos-de-atun-serrats,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Masa de hojaldre', 'Aceite de oliva', 'Huevo', 'Canónigo', 'Mayonesa', 'Pimiento', 'Vinagre', 'Langostino', 'Cebolleta']",tradicionales
Receta de Ensalada de huevas de bacalao,/receta-1596/ensalada-de-huevas-de-bacalao,5,Menos de 15 min.,Sencilla,"['veraniegas', 'tradicionales', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['Huevas de pez', 'Pimiento rojo', 'Pimiento verde', 'Cebolla', 'Aceite de oliva', 'Vinagre', 'Sal', 'Tomate cherry']",minimalistas
Receta de BERENJENAS CON GAMBON Y QUESO ,/receta-817/berenjenas-con-gambon-y-queso,5,Entre 15 y 30 min.,Sencilla,"['para navidad', 'mediterráneas']","['Berenjena', 'Gambón', 'Harina de tempura', 'Queso de Cabra']",exóticas
Receta de Mil hoja de crema y chocolate con menta,/receta-1232/mil-hoja-de-crema-y-chocolate-con-menta,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Masa de hojaldre', 'Mantequilla', 'Leche', 'Limón', 'Canela en rama', 'Azúcar blanco', 'Huevo', 'Harina fina de maíz', 'Chocolate', '_descripcion', 'Virutas de chocolate', 'Azúcar glass']",tradicionales
Receta de Castañas al microondas,/receta-1597/castanas-al-microondas,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'invernales', 'afrodisíacas', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para microondas']",['Castaña'],
Receta de Especial Navidad:Leño de Navidad,/receta-1152/especial-navidadleno-de-navidad,5,Entre 30 y 60 min.,Media,"['tradicionales', 'para navidad', 'para carnaval', 'mediterráneas']","['_descripcion', 'Chocolate negro', 'Agua', 'Café soluble', 'Huevo', 'Azúcar blanco', 'Mantequilla', 'Harina', 'Mantequilla', 'Leche', 'Limón', 'Canela en rama', 'Huevo', 'Azúcar blanco', 'Harina fina de maíz', 'Chocolate negro', '_descripcion', 'Chocolate negro', 'Nata', 'Mantequilla']",
Receta de Bizcocho con fondue de chocolate,/receta-849/bizcocho-con-fondue-de-chocolate,5,Entre 30 y 60 min.,Sencilla,"['para navidad', 'para fiestas', 'para niños', 'norte de Europa']","['Huevo', 'Harina', 'Azúcar blanco', 'Aceite de girasol', 'Leche evaporada', 'Levadura en polvo', 'Chocolate para fondue', 'Esencia de vainilla']",
Receta de Lomo de cerdo al horno,/receta-884/lomo-de-cerdo-al-horno,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'norte de Europa']","['Lomo de cerdo', 'Cubito de caldo', 'Ajo', 'Cebolla', 'Puerro', 'Tomillo', 'Romero', 'Aceite de oliva', 'Cerveza', 'Zumo de limón']",
Receta de Copitas de tiramisu,/receta-527/copitas-de-tiramisu,5,Menos de 15 min.,Sencilla,"['para navidad', 'para fiestas']","['Huevo', 'Queso Mascarpone', 'Azúcar blanco', 'Café', 'Licor de café', 'Cacao en polvo', 'Bizcocho de soletilla']",light
Receta de Gominolas caseras,/receta-562/gominolas-caseras,5,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Gelatina', 'Gelatina', 'Leche', 'Azúcar blanco', 'Azúcar blanco', 'Aceite de girasol']",
Receta de Panacotta,/receta-383/panacotta,5,Menos de 15 min.,Sencilla,"['tradicionales', 'para navidad', 'para fiestas']","['Nata para cocinar', 'Leche', 'Azúcar blanco', 'Vainilla', 'Gelatina']",
Receta de Cremoso de ajoblanco con grisines de sésamo negro,/receta-322/cremoso-de-ajoblanco-con-grisines-de-sesamo-negro,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para navidad', 'para fiestas']","['Harina de fuerza', 'Sal', 'Levadura en polvo', 'Sésamo', 'Sésamo', 'Agua', 'Almendra', 'Aceite de oliva', 'Leche', 'Ajo', 'Pan de molde', 'Vinagre', 'Sal']",
Receta de Gambas rebozadas con tandoori almendras y salsa de menta,/receta-320/gambas-rebozadas-con-tandoori-almendras-y-salsa-de-menta,5,Entre 15 y 30 min.,Sencilla,"['exóticas', 'para navidad', 'para fiestas']","['Gamba', 'Ajo', 'Tandoori masala', 'Huevo', 'Levadura en polvo', 'Harina', 'Almendra', 'Yogur griego natural', 'Menta', 'Leche', 'Aceite de oliva', 'Pimienta negra molida']",
Receta de tartaflán de colacao y digestive,/receta-260/tartaflan-de-colacao-y-digestive,5,Entre 15 y 30 min.,Sencilla,"['minimalistas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'para tupper']","['Leche', 'Huevo', 'Azúcar blanco', 'Harina fina de maíz', 'Cacao en polvo', 'Galleta dulce']",
Receta de Roscón de reyes,/receta-417/roscon-de-reyes,5,Entre 1 y 2 horas,Media,"['para navidad', 'para Thermomix']","['Leche', 'Mantequilla', 'Huevo', 'Levadura fresca', 'Agua de azahar', 'Harina de fuerza', 'Sal', 'Azúcar blanco', 'Naranja', 'Huevo', 'Almendra', 'Azúcar blanco', 'Leche', 'Levadura fresca', 'Azúcar blanco', 'Harina de fuerza']",vegetarianas
Receta de Lamington Cake,/receta-470/lamington-cake,5,Entre 1 y 2 horas,Media,"['para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Huevo', 'Sal', 'Azúcar blanco', 'Mantequilla', 'Harina', 'Azúcar blanco', 'Cacao en polvo', 'Agua', 'Mantequilla', 'Coco rallado']",veraniegas
Receta de Tarta de zanahoria,/receta-351/tarta-de-zanahoria,5,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños']","['Huevo', 'Harina', 'Azúcar blanco', 'Levadura', 'Aceite', 'Zanahoria', 'Mantequilla']",tradicionales
Receta de Quesada de mascarpone,/receta-252/quesada-de-mascarpone,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'mediterráneas', 'para tupper']","['Queso para untar', 'Queso Mascarpone', 'Azúcar blanco', 'Harina fina de maíz', 'Huevo', 'Limón']",vegetarianas
Receta de Carrilleras al Vino Tinto,/receta-339/carrilleras-al-vino-tinto,5,Entre 30 y 60 min.,Media,"['invernales', 'para navidad', 'para fiestas', 'mediterráneas']","['Carrillera de ternera', 'Vino tinto', 'Cebolla', 'Pimiento verde', 'Pimiento rojo', 'Ajo', 'Aceite de oliva']",
Receta de Mejillones en salsa,/receta-54/mejillones-en-salsa,5,Entre 15 y 30 min.,Sencilla,"['tradicionales', 'para navidad']","['Mejillón', 'Agua', 'Laurel', 'Aceite de oliva', 'Cebolla', 'Pimiento verde', 'Pimiento rojo', 'Pan rallado', 'Pan rallado']",
Receta de trufitas de oreo,/receta-1154/trufitas-de-oreo,5,Entre 30 y 60 min.,Sencilla,"['minimalistas', 'para navidad', 'para fiestas', 'para niños', 'americanas']","['Queso Mascarpone', 'Galleta oreo', 'Cacao en polvo', 'Coco rallado']",vegetarianas
Receta de flan rápido de leche condensada,/receta-420/flan-rapido-de-leche-condensada,5,Menos de 15 min.,Sencilla,"['veraniegas', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para microondas', 'para tupper']","['Leche condensada', 'Leche', 'Huevo', 'Vainilla líquida']",
Receta de Rollitos de berenjena con jamón serrano rellenos de requesón y parmesano,/receta-321/rollitos-de-berenjena-con-jamon-serrano-rellenos-de-requeson-y-parmesano,5,Entre 30 y 60 min.,Sencilla,"['para navidad', 'para fiestas']","['Berenjena', 'Jamón serrano', 'Piñón', 'Tomate seco', 'Albahaca', 'Queso Parmesano', 'Requesón', 'Aceite de oliva', 'Pimienta negra molida']",
Receta de Torrijas de Jijona,/receta-289/torrijas-de-jijona,5,Entre 30 y 60 min.,Sencilla,"['para navidad', 'para fiestas', 'mediterráneas']","['Pan', 'Leche', 'Turrón de jijona', 'Canela en rama', 'Canela en polvo', 'Huevo', 'Aceite']",
Receta de Lomo con hojaldre,/receta-270/lomo-con-hojaldre,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'para navidad', 'mediterráneas']","['Lomo de cerdo', 'Queso Havarti', 'Bacón', 'Masa de hojaldre', 'Huevo', 'Tomillo', 'Romero', 'Pimienta']",
Receta de tarta de queso,/receta-634/tarta-de-queso,5,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'para navidad', 'para fiestas', 'para Thermomix']","['Galleta dulce', 'Mantequilla', 'Azúcar blanco', 'Queso para untar', 'Leche condensada', 'Cuajada', 'Limón', 'Zumo de limón']",
Receta de Profiteroles rellenos de roquefort con dátiles y nueces,/receta-319/profiteroles-rellenos-de-roquefort-con-datiles-y-nueces,5,Entre 30 y 60 min.,Media,"['vegetarianas', 'para navidad', 'para fiestas']","['Agua', 'Mantequilla', 'Harina', 'Huevo', 'Nata para montar', 'Queso Roquefort', 'Dátil', 'Nuez']",para fiestas
Receta de Bacalao en capas,/receta-16/bacalao-en-capas,5,Entre 15 y 30 min.,Sencilla,"['para navidad', 'para fiestas']","['Patata', 'Tomate', 'Ajo', 'Aceite de oliva', 'Sal', 'Almendra', 'Albahaca', 'Bacalao']",tradicionales
Receta de Galletas Cotrazón de Caramelo,/receta-330/galletas-cotrazon-de-caramelo,5,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños']","['Mantequilla', 'Azúcar blanco', 'Huevo', 'Esencia de vainilla', 'Harina', 'Levadura en polvo', 'Sal', 'Caramelo']",
Receta de Mermelada de Pimientos Rojos,/receta-1131/mermelada-de-pimientos-rojos,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['Pimiento rojo', 'Azúcar blanco', 'Agua', 'Zumo de limón']",light
Receta de Especial Navidad:Leño de Navidad,/receta-1152/especial-navidadleno-de-navidad,5,Entre 30 y 60 min.,Media,"['tradicionales', 'para navidad', 'para carnaval', 'mediterráneas']","['_descripcion', 'Chocolate negro', 'Agua', 'Café soluble', 'Huevo', 'Azúcar blanco', 'Mantequilla', 'Harina', 'Mantequilla', 'Leche', 'Limón', 'Canela en rama', 'Huevo', 'Azúcar blanco', 'Harina fina de maíz', 'Chocolate negro', '_descripcion', 'Chocolate negro', 'Nata', 'Mantequilla']",tradicionales
Receta de Especial Navidad:Albóndigas rellenas de ciruela,/receta-1155/especial-navidadalbondigas-rellenas-de-ciruela,5,Entre 15 y 30 min.,Sencilla,"['para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['_descripcion', 'Ciruela', 'Carne picada', 'Huevo', 'Estragón', 'Eneldo', 'Orégano', 'Perejil', 'Tomillo', 'Romero', 'Curry', 'Pimentón dulce', 'Pan rallado', 'Bacón']",light
Receta de Muffins de chocolate,/receta-1220/muffins-de-chocolate,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas', 'para tupper']","['_descripcion', 'Vainilla', 'Chocolate negro', 'Mantequilla', 'Harina', 'Levadura en polvo', 'Azúcar blanco', 'Sal', 'Huevo', '_descripcion', 'Chocolate blanco', 'Chocolate negro']",veraniegas
Receta de rosquillas de anís tía Palmira,/receta-102/rosquillas-de-anis-tia-palmira,5,Entre 30 y 60 min.,Difícil,"['invernales', 'tradicionales', 'norte de Europa', 'para carnaval', 'mediterráneas']","['Huevo', 'Aceite de oliva', 'Azúcar blanco', 'Anís dulce', 'Levadura', 'Harina blanca', 'Limón', 'Aceite de oliva', 'Azúcar blanco']",vegetarianas
Receta de melindres o rosquillas de anís al horno,/receta-780/melindres-o-rosquillas-de-anis-al-horno,5,Entre 30 y 60 min.,Media,"['tradicionales', 'para niños', 'para carnaval']","['Aceite de oliva', 'Azúcar blanco', 'Anís', 'Levadura en polvo', 'Harina', 'Huevo', 'Limón', 'Azúcar blanco', 'Agua']",light
Receta de Mil hoja de crema y chocolate con menta,/receta-1232/mil-hoja-de-crema-y-chocolate-con-menta,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Masa de hojaldre', 'Mantequilla', 'Leche', 'Limón', 'Canela en rama', 'Azúcar blanco', 'Huevo', 'Harina fina de maíz', 'Chocolate', '_descripcion', 'Virutas de chocolate', 'Azúcar glass']",
Receta de Ensalada de huevas de bacalao,/receta-1596/ensalada-de-huevas-de-bacalao,5,Menos de 15 min.,Sencilla,"['veraniegas', 'tradicionales', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['Huevas de pez', 'Pimiento rojo', 'Pimiento verde', 'Cebolla', 'Aceite de oliva', 'Vinagre', 'Sal', 'Tomate cherry']",light
Receta de Berenjenas rellenas Serrats,/receta-1313/berenjenas-rellenas-serrats,5,Entre 15 y 30 min.,Media,"['invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas', 'para tupper']","['Berenjena', 'Cebolla', 'Pimiento rojo', 'Pimiento verde', 'Salsa bechamel', 'Salsa de tomate frito', 'Aceite de oliva', 'Sal', 'Cebolla']",light
Receta de Canutillos con antxoa del Cantabrico,/receta-1330/canutillos-con-antxoa-del-cantabrico,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas', 'para tupper']","['Oblea de empanadilla', 'Cangrejo', 'Chalote', 'Anchoa en aceite', 'Mayonesa']",light
Receta de Piruletas de nubes con chocolate,/receta-1606/piruletas-de-nubes-con-chocolate,5,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Golosina', 'Chocolate fondant', 'Virutas de colores']",exóticas
Receta de Tarta de capuchino al caramelo,/receta-1104/tarta-de-capuchino-al-caramelo,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Nata para montar', 'Queso para untar', 'Azúcar blanco', 'Caramelo', 'Gelatina', 'Azúcar blanco', 'Caramelo líquido', 'Agua', 'Galleta oreo', 'Mantequilla', 'Leche', 'Caramelo', 'Agua', 'Gelatina']",light
Receta de Patatas suecas con pimientos y bonito del norte,/receta-1353/patatas-suecas-con-pimientos-y-bonito-del-norte,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'para carnaval', 'para celíacos']","['Patata', 'Pimiento', 'Bonito', 'Aceituna', 'Aceite de oliva', 'Tomillo']",mediterráneas
Receta de Especial Navidad: Carne Mechada,/receta-1128/especial-navidad-carne-mechada,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas', 'para tupper']","['Cerdo', 'Agua', 'Vino blanco', 'Sal', 'Tomillo', 'Romero', 'Estragón', '_descripcion', 'Cebolla', 'Dátil', 'Almendra', 'Azúcar blanco', 'Vinagre', 'Sal', 'Caldo de verdura']",vegetarianas
Receta de Piruletas de nubes con chocolate,/receta-1606/piruletas-de-nubes-con-chocolate,5,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Golosina', 'Chocolate fondant', 'Virutas de colores']",tradicionales
Receta de Canutillos con antxoa del Cantabrico,/receta-1330/canutillos-con-antxoa-del-cantabrico,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas', 'para tupper']","['Oblea de empanadilla', 'Cangrejo', 'Chalote', 'Anchoa en aceite', 'Mayonesa']",
Receta de Tarta de capuchino al caramelo,/receta-1104/tarta-de-capuchino-al-caramelo,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Nata para montar', 'Queso para untar', 'Azúcar blanco', 'Caramelo', 'Gelatina', 'Azúcar blanco', 'Caramelo líquido', 'Agua', 'Galleta oreo', 'Mantequilla', 'Leche', 'Caramelo', 'Agua', 'Gelatina']",veraniegas
Receta de Especial Navidad: Carne Mechada,/receta-1128/especial-navidad-carne-mechada,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas', 'para tupper']","['Cerdo', 'Agua', 'Vino blanco', 'Sal', 'Tomillo', 'Romero', 'Estragón', '_descripcion', 'Cebolla', 'Dátil', 'Almendra', 'Azúcar blanco', 'Vinagre', 'Sal', 'Caldo de verdura']",veraniegas
Receta de Patatas suecas con pimientos y bonito del norte,/receta-1353/patatas-suecas-con-pimientos-y-bonito-del-norte,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'para carnaval', 'para celíacos']","['Patata', 'Pimiento', 'Bonito', 'Aceituna', 'Aceite de oliva', 'Tomillo']",veraniegas
Receta de Mermelada de Pimientos Rojos,/receta-1131/mermelada-de-pimientos-rojos,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['Pimiento rojo', 'Azúcar blanco', 'Agua', 'Zumo de limón']",veraniegas
Receta de Especial Navidad:Leño de Navidad,/receta-1152/especial-navidadleno-de-navidad,5,Entre 30 y 60 min.,Media,"['tradicionales', 'para navidad', 'para carnaval', 'mediterráneas']","['_descripcion', 'Chocolate negro', 'Agua', 'Café soluble', 'Huevo', 'Azúcar blanco', 'Mantequilla', 'Harina', 'Mantequilla', 'Leche', 'Limón', 'Canela en rama', 'Huevo', 'Azúcar blanco', 'Harina fina de maíz', 'Chocolate negro', '_descripcion', 'Chocolate negro', 'Nata', 'Mantequilla']",veraniegas
Receta de Gominolas caseras,/receta-562/gominolas-caseras,5,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Gelatina', 'Gelatina', 'Leche', 'Azúcar blanco', 'Azúcar blanco', 'Aceite de girasol']",invernales
Receta de tartaflán de colacao y digestive,/receta-260/tartaflan-de-colacao-y-digestive,5,Entre 15 y 30 min.,Sencilla,"['minimalistas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'para tupper']","['Leche', 'Huevo', 'Azúcar blanco', 'Harina fina de maíz', 'Cacao en polvo', 'Galleta dulce']",light
Receta de Lamington Cake,/receta-470/lamington-cake,5,Entre 1 y 2 horas,Media,"['para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Huevo', 'Sal', 'Azúcar blanco', 'Mantequilla', 'Harina', 'Azúcar blanco', 'Cacao en polvo', 'Agua', 'Mantequilla', 'Coco rallado']",tradicionales
Receta de Trufa de Capuchino,/receta-456/trufa-de-capuchino,5,Menos de 15 min.,Sencilla,"['invernales', 'afrodisíacas', 'para fiestas', 'para carnaval']","['Chocolate con leche', 'Chocolate negro', 'Nata para montar', 'Miel', 'Ron', 'Café', 'Café', 'Cacao en polvo']",
Receta de filloas,/receta-103/filloas,5,Entre 30 y 60 min.,Difícil,"['vegetarianas', 'tradicionales', 'norte de Europa', 'para carnaval']","['Leche', 'Harina', 'Sal', 'Agua', 'Anís', 'Aceite de girasol', 'Azúcar blanco', 'Huevo']",vegetarianas
Receta de Rollitos de cangrejo rellenos de anchoa sobre salmorejo,/receta-1331/rollitos-de-cangrejo-rellenos-de-anchoa-sobre-salmorejo,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Cangrejo', 'Queso para untar', 'Mayonesa', 'Cebolleta', 'Anchoa', 'Tomate', 'Pan', 'Aceite de oliva', 'Ajo', 'Vinagre', 'Sal']",tradicionales
Receta de Tartaletas com Crema Aterciopelada y Arándanos ,/receta-472/tartaletas-com-crema-aterciopelada-y-arandanos,5,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Mantequilla', 'Azúcar blanco', 'Huevo', 'Harina', 'Leche condensada', 'Harina fina de maíz', 'Leche', 'Mantequilla', 'Nata para montar', 'Limón', 'Limón', 'Arándano']",tradicionales
Receta de Cute Cupcake,/receta-457/cute-cupcake,5,Entre 15 y 30 min.,Media,"['para fiestas', 'para niños', 'para carnaval']","['Harina', 'Sal', 'Levadura en polvo', 'Fresa', 'Huevo', 'Azúcar blanco', 'Mantequilla', 'Nata para montar', 'Nata montada', 'Fresa']",exóticas
Receta de Sandwich de Pavo y Queso Cremoso,/receta-473/sandwich-de-pavo-y-queso-cremoso,5,Menos de 15 min.,Sencilla,"['minimalistas', 'para fiestas', 'para niños', 'para carnaval']","['Pan integral', 'Mantequilla con sal', 'Queso para untar', 'Pavo', 'Pechuga de pavo', 'Lechuga', 'Tomate', 'Pimienta molida', 'Patata']",veraniegas
Receta de Pinguinos,/receta-1588/pinguinos,5,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Queso para untar', 'Zanahoria', 'Aceituna negra']",veraniegas
Receta de Red Velvet Cupcake,/receta-515/red-velvet-cupcake,4,Entre 15 y 30 min.,Sencilla,"['para fiestas', 'para niños', 'para carnaval', 'americanas']","['Mantequilla sin sal', 'Azúcar blanco', 'Huevo', 'Esencia de vainilla', 'Harina', 'Sal', 'Levadura en polvo', 'Bicarbonato', 'Cacao en polvo', 'Suero de mantequilla', 'Colorante alimenticio']",veraniegas
Receta de Selva Negra a mi manera ,/receta-1103/selva-negra-a-mi-manera,4,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Huevo', 'Azúcar blanco', 'Agua', 'Harina', 'Levadura en polvo', 'Cacao en polvo', 'Nata para montar', 'Chocolate negro', 'Agua', 'Ron', 'Azúcar blanco', 'Canela en rama', 'Virutas de chocolate']",tradicionales
Receta de Tarta de queso al horno,/receta-1227/tarta-de-queso-al-horno,4,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Queso para untar', 'Nata para montar', 'Leche', 'Azúcar blanco', 'Huevo', 'Margarina', 'Galleta dulce', 'Mermelada']",exóticas
